date,metric_name,value,segment,plan,region,domain,description
2025-01-15,Collaboration & Hand-off Confidence,119.3435,SMB,Basic,EMEA,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-01-15,Collaboration & Hand-off Confidence,120.7579,SMB,Enterprise,North America,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-02-14,Collaboration & Hand-off Confidence,122.2925,SMB,Basic,North America,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-02-14,Collaboration & Hand-off Confidence,102.7178,SMB,Enterprise,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-02-14,Collaboration & Hand-off Confidence,121.7411,SMB,Basic,EMEA,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-03-16,Collaboration & Hand-off Confidence,111.2928,Mid-Market,Basic,EMEA,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-03-16,Collaboration & Hand-off Confidence,134.2926,Mid-Market,Enterprise,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-03-16,Collaboration & Hand-off Confidence,108.4922,Enterprise,Pro,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-04-15,Collaboration & Hand-off Confidence,110.9739,SMB,Basic,EMEA,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-04-15,Collaboration & Hand-off Confidence,120.867,SMB,Basic,North America,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-04-15,Collaboration & Hand-off Confidence,84.5274,Enterprise,Enterprise,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-05-15,Collaboration & Hand-off Confidence,111.311,SMB,Basic,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-05-15,Collaboration & Hand-off Confidence,96.097,SMB,Basic,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-05-15,Collaboration & Hand-off Confidence,112.5265,Enterprise,Basic,North America,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-06-14,Collaboration & Hand-off Confidence,85.6764,Mid-Market,Pro,North America,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-06-14,Collaboration & Hand-off Confidence,112.5842,Mid-Market,Basic,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-06-14,Collaboration & Hand-off Confidence,115.1216,Mid-Market,Pro,EMEA,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-07-14,Collaboration & Hand-off Confidence,103.7164,Mid-Market,Enterprise,EMEA,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-07-14,Collaboration & Hand-off Confidence,96.9329,SMB,Pro,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-07-14,Collaboration & Hand-off Confidence,74.8785,Mid-Market,Enterprise,EMEA,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-08-13,Collaboration & Hand-off Confidence,77.9153,Enterprise,Pro,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-08-13,Collaboration & Hand-off Confidence,94.5709,Mid-Market,Pro,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-08-13,Collaboration & Hand-off Confidence,86.8158,Enterprise,Basic,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-09-12,Collaboration & Hand-off Confidence,71.9528,Mid-Market,Basic,North America,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-09-12,Collaboration & Hand-off Confidence,91.9669,SMB,Enterprise,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-09-12,Collaboration & Hand-off Confidence,85.5772,Mid-Market,Enterprise,North America,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-10-12,Collaboration & Hand-off Confidence,68.7942,Enterprise,Enterprise,EMEA,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-10-12,Collaboration & Hand-off Confidence,60.3582,Mid-Market,Pro,EMEA,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-10-12,Collaboration & Hand-off Confidence,69.0416,Mid-Market,Enterprise,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-11-11,Collaboration & Hand-off Confidence,78.5039,Mid-Market,Enterprise,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-11-11,Collaboration & Hand-off Confidence,71.3855,Mid-Market,Basic,North America,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-11-11,Collaboration & Hand-off Confidence,79.4088,SMB,Basic,EMEA,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-12-11,Collaboration & Hand-off Confidence,66.5141,Enterprise,Basic,EMEA,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-12-11,Collaboration & Hand-off Confidence,62.0171,Enterprise,Basic,APAC,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-12-11,Collaboration & Hand-off Confidence,65.5136,Mid-Market,Basic,EMEA,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
2025-01-15,Operational Feedback Loop Score,367.9719,SMB,Pro,North America,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-01-15,Operational Feedback Loop Score,375.5557,Enterprise,Basic,APAC,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-01-15,Operational Feedback Loop Score,306.1563,SMB,Enterprise,North America,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-02-14,Operational Feedback Loop Score,344.1852,SMB,Enterprise,EMEA,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-02-14,Operational Feedback Loop Score,350.862,Mid-Market,Enterprise,APAC,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-02-14,Operational Feedback Loop Score,315.457,SMB,Enterprise,APAC,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-03-16,Operational Feedback Loop Score,323.7442,SMB,Pro,EMEA,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-03-16,Operational Feedback Loop Score,304.6485,Mid-Market,Basic,EMEA,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-03-16,Operational Feedback Loop Score,315.4061,Enterprise,Basic,North America,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-04-15,Operational Feedback Loop Score,332.0201,Enterprise,Pro,North America,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-04-15,Operational Feedback Loop Score,305.4399,Enterprise,Pro,EMEA,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-04-15,Operational Feedback Loop Score,288.0607,Enterprise,Enterprise,EMEA,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-05-15,Operational Feedback Loop Score,262.6308,SMB,Basic,North America,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-05-15,Operational Feedback Loop Score,365.0313,SMB,Pro,North America,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-05-15,Operational Feedback Loop Score,338.8143,Enterprise,Basic,APAC,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-06-14,Operational Feedback Loop Score,340.8494,Enterprise,Pro,APAC,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-06-14,Operational Feedback Loop Score,341.2564,Enterprise,Basic,North America,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-06-14,Operational Feedback Loop Score,347.8127,Enterprise,Enterprise,North America,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-07-14,Operational Feedback Loop Score,278.2595,Mid-Market,Pro,North America,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-07-14,Operational Feedback Loop Score,316.0176,Enterprise,Enterprise,APAC,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-07-14,Operational Feedback Loop Score,255.3259,SMB,Enterprise,North America,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-08-13,Operational Feedback Loop Score,256.4632,Enterprise,Basic,APAC,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-08-13,Operational Feedback Loop Score,279.8554,SMB,Pro,North America,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-08-13,Operational Feedback Loop Score,349.1968,SMB,Pro,North America,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-09-12,Operational Feedback Loop Score,246.7126,Enterprise,Basic,EMEA,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-09-12,Operational Feedback Loop Score,279.3796,Mid-Market,Enterprise,APAC,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-09-12,Operational Feedback Loop Score,232.8789,Mid-Market,Enterprise,EMEA,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-10-12,Operational Feedback Loop Score,241.2333,Enterprise,Pro,North America,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-10-12,Operational Feedback Loop Score,252.1255,Mid-Market,Enterprise,EMEA,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-10-12,Operational Feedback Loop Score,301.0633,Mid-Market,Enterprise,North America,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-11-11,Operational Feedback Loop Score,265.5381,Enterprise,Pro,EMEA,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-11-11,Operational Feedback Loop Score,222.7037,SMB,Pro,APAC,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-11-11,Operational Feedback Loop Score,230.0653,Enterprise,Enterprise,APAC,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-12-11,Operational Feedback Loop Score,249.7895,SMB,Enterprise,EMEA,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-12-11,Operational Feedback Loop Score,205.2566,SMB,Basic,EMEA,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-12-11,Operational Feedback Loop Score,221.0513,Mid-Market,Pro,APAC,Operations [Inferred] (Reasoning: The metric's description explicitly states,Assesses the quality of feedback mechanisms within operations.
2025-01-15,Handoff Quality Score,826.416,SMB,Pro,APAC,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-01-15,Handoff Quality Score,1009.5065,Mid-Market,Enterprise,North America,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-01-15,Handoff Quality Score,729.8626,Enterprise,Enterprise,North America,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-02-14,Handoff Quality Score,770.7128,Mid-Market,Basic,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-02-14,Handoff Quality Score,825.1054,SMB,Pro,APAC,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-02-14,Handoff Quality Score,834.5651,Mid-Market,Basic,North America,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-03-16,Handoff Quality Score,749.3981,Mid-Market,Enterprise,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-03-16,Handoff Quality Score,882.2117,SMB,Pro,North America,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-03-16,Handoff Quality Score,1055.6817,Mid-Market,Enterprise,APAC,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-04-15,Handoff Quality Score,847.423,SMB,Enterprise,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-04-15,Handoff Quality Score,848.1612,Enterprise,Enterprise,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-04-15,Handoff Quality Score,916.1602,Enterprise,Pro,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-05-15,Handoff Quality Score,897.1098,SMB,Pro,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-05-15,Handoff Quality Score,855.6058,Mid-Market,Enterprise,APAC,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-05-15,Handoff Quality Score,994.1911,Mid-Market,Basic,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-06-14,Handoff Quality Score,1140.7184,Mid-Market,Enterprise,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-06-14,Handoff Quality Score,916.3736,Mid-Market,Enterprise,APAC,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-06-14,Handoff Quality Score,1116.3428,Enterprise,Enterprise,APAC,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-07-14,Handoff Quality Score,799.5717,Mid-Market,Basic,APAC,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-07-14,Handoff Quality Score,1055.8936,Mid-Market,Pro,APAC,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-07-14,Handoff Quality Score,1174.602,Mid-Market,Basic,North America,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-08-13,Handoff Quality Score,996.5821,Enterprise,Pro,APAC,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-08-13,Handoff Quality Score,760.7883,Enterprise,Pro,APAC,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-08-13,Handoff Quality Score,1017.6782,SMB,Pro,APAC,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-09-12,Handoff Quality Score,757.1567,Mid-Market,Pro,APAC,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-09-12,Handoff Quality Score,703.1961,Enterprise,Basic,North America,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-09-12,Handoff Quality Score,858.2546,SMB,Enterprise,APAC,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-10-12,Handoff Quality Score,826.6872,Enterprise,Enterprise,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-10-12,Handoff Quality Score,781.2295,SMB,Basic,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-10-12,Handoff Quality Score,853.3454,SMB,Enterprise,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-11-11,Handoff Quality Score,1032.7472,Enterprise,Enterprise,North America,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-11-11,Handoff Quality Score,857.2868,Enterprise,Pro,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-11-11,Handoff Quality Score,906.4453,SMB,Basic,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-12-11,Handoff Quality Score,873.6779,Mid-Market,Basic,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-12-11,Handoff Quality Score,848.427,Mid-Market,Basic,EMEA,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-12-11,Handoff Quality Score,752.2699,SMB,Basic,APAC,Operations (Reasoning: Handoffs are fundamental components of how work,"Assesses completeness, clarity, and timeliness of hand-offs between"
2025-01-15,Tooling Friction Indicator,576.1902,Enterprise,Enterprise,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-01-15,Tooling Friction Indicator,542.7272,SMB,Basic,APAC,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-01-15,Tooling Friction Indicator,627.5033,Enterprise,Basic,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-02-14,Tooling Friction Indicator,761.9722,Mid-Market,Pro,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-02-14,Tooling Friction Indicator,658.7281,Enterprise,Pro,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-02-14,Tooling Friction Indicator,648.9688,Mid-Market,Basic,EMEA,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-03-16,Tooling Friction Indicator,639.6946,Enterprise,Enterprise,APAC,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-03-16,Tooling Friction Indicator,528.1357,Mid-Market,Enterprise,APAC,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-03-16,Tooling Friction Indicator,677.3142,SMB,Pro,EMEA,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-04-15,Tooling Friction Indicator,621.04,SMB,Enterprise,EMEA,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-04-15,Tooling Friction Indicator,631.5794,Mid-Market,Pro,APAC,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-04-15,Tooling Friction Indicator,657.6536,SMB,Pro,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-05-15,Tooling Friction Indicator,755.3435,Enterprise,Pro,APAC,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-05-15,Tooling Friction Indicator,703.7874,Enterprise,Pro,APAC,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-05-15,Tooling Friction Indicator,689.276,SMB,Enterprise,APAC,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-06-14,Tooling Friction Indicator,585.5969,Mid-Market,Pro,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-06-14,Tooling Friction Indicator,581.3501,Mid-Market,Pro,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-06-14,Tooling Friction Indicator,689.0987,SMB,Pro,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-07-14,Tooling Friction Indicator,594.7685,Enterprise,Enterprise,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-07-14,Tooling Friction Indicator,649.7212,SMB,Enterprise,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-07-14,Tooling Friction Indicator,713.7501,Mid-Market,Enterprise,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-08-13,Tooling Friction Indicator,681.6138,Enterprise,Basic,EMEA,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-08-13,Tooling Friction Indicator,719.724,Mid-Market,Pro,APAC,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-08-13,Tooling Friction Indicator,788.6678,Enterprise,Basic,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-09-12,Tooling Friction Indicator,548.0894,SMB,Basic,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-09-12,Tooling Friction Indicator,772.6859,Mid-Market,Basic,EMEA,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-09-12,Tooling Friction Indicator,530.2597,Enterprise,Basic,APAC,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-10-12,Tooling Friction Indicator,686.8901,Mid-Market,Pro,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-10-12,Tooling Friction Indicator,545.2532,Mid-Market,Pro,APAC,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-10-12,Tooling Friction Indicator,662.7821,SMB,Basic,EMEA,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-11-11,Tooling Friction Indicator,617.5431,SMB,Enterprise,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-11-11,Tooling Friction Indicator,685.0562,SMB,Enterprise,EMEA,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-11-11,Tooling Friction Indicator,494.5676,Mid-Market,Enterprise,APAC,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-12-11,Tooling Friction Indicator,504.0858,Enterprise,Basic,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-12-11,Tooling Friction Indicator,480.7965,Enterprise,Pro,EMEA,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-12-11,Tooling Friction Indicator,504.7675,Mid-Market,Pro,North America,Operations [Inferred] (Reasoning: Issues with tools and integrations are,"Captures signal-level insight into system overload, redundant tools, or"
2025-01-15,Blocked Work Ratio,124.1411,Mid-Market,Enterprise,North America,Operations [Inferred] (The metric's focus on delayed work items and,Proportion of work items delayed due to unresolved dependencies.
2025-01-15,Blocked Work Ratio,121.9887,Mid-Market,Enterprise,APAC,Operations [Inferred] (The metric's focus on delayed work items and,Proportion of work items delayed due to unresolved dependencies.
2025-01-15,Blocked Work Ratio,117.896,Mid-Market,Basic,EMEA,Operations [Inferred] (The metric's focus on delayed work items and,Proportion of work items delayed due to unresolved dependencies.
2025-02-14,Blocked Work Ratio,121.5422,SMB,Basic,EMEA,Operations [Inferred] (The metric's focus on delayed work items and,Proportion of work items delayed due to unresolved dependencies.
2025-02-14,Blocked Work Ratio,126.8582,SMB,Enterprise,APAC,Operations [Inferred] (The metric's focus on delayed work items and,Proportion of work items delayed due to unresolved dependencies.
2025-02-14,Blocked Work Ratio,116.0078,Mid-Market,Enterprise,APAC,Operations [Inferred] (The metric's focus on delayed work items and,Proportion of work items delayed due to unresolved dependencies.
2025-03-16,Blocked Work Ratio,89.9988,Enterprise,Enterprise,North America,Operations [Inferred] (The metric's focus on delayed work items and,Proportion of work items delayed due to unresolved dependencies.
2025-03-16,Blocked Work Ratio,116.0874,Mid-Market,Pro,EMEA,Operations [Inferred] (The metric's focus on delayed work items and,Proportion of work items delayed due to unresolved dependencies.
2025-03-16,Blocked Work Ratio,121.523,SMB,Basic,EMEA,Operations [Inferred] (The metric's focus on delayed work items and,Proportion of work items delayed due to unresolved dependencies.
2025-04-15,Blocked Work Ratio,119.2307,SMB,Enterprise,North America,Operations [Inferred] (The metric's focus on delayed work items and,Proportion of work items delayed due to unresolved dependencies.
2025-04-15,Blocked Work Ratio,121.6473,Mid-Market,Enterprise,North America,Operations [Inferred] (The metric's focus on delayed work items and,Proportion of work items delayed due to unresolved dependencies.
2025-04-15,Blocked Work Ratio,83.1858,Mid-Market,Basic,EMEA,Operations [Inferred] (The metric's focus on delayed work items and,Proportion of work items delayed due to unresolved dependencies.
